year,month,longitude,latitude,attack_type,vessel_status,shore_distance,nearest_country,region
1995,4,121.625,19.7166667,Attempted,Steaming,33.55186018984275,Phl,East Asia & Pacific
1995,4,117.25,-1.0416667,Boarding,Anchored,11.65232425555158,Idn,East Asia & Pacific
1995,4,114.2617,11.0466667,Hijacked,Steaming,1.1422583732149758,Chn,East Asia & Pacific
1995,4,104.75,-2.9765,Boarding,Steaming,32.92288346165283,Idn,East Asia & Pacific
1995,4,106.6,7.9166667,Attempted,Steaming,81.24360354251596,Vnm,East Asia & Pacific
1995,4,50.8,12.15,Hijacked,Steaming,17.79867237479922,Som,Sub-Saharan Africa
1995,4,106.875,-6.0886667,Boarding,Berthed,4.407541807863196,Idn,East Asia & Pacific
1995,4,50.7167,12.1333333,Attempted,Steaming,17.396660623133382,Som,Sub-Saharan Africa
1995,4,-46.2872,-23.9761667,Boarding,Berthed,0.5597724631570796,Bra,Latin America & Caribbean
1995,4,124.6,5.8833333,Attempted,Steaming,11.26466144280327,Phl,East Asia & Pacific
1995,5,53.3833,12.95,Attempted,Steaming,29.20640232296753,Yem,Middle East & North Africa
1995,5,53.3833,12.95,Attempted,Steaming,29.20640232296753,Yem,Middle East & North Africa
1995,5,105.9167,-6.0433333,Boarding,Anchored,4.388564131902703,Idn,East Asia & Pacific
1995,5,51.0333,12.2,Attempted,Steaming,30.400642631998966,Som,Sub-Saharan Africa
1995,5,50.0678,4.7999,Attempted,Steaming,174.59036622944734,Som,Sub-Saharan Africa
1995,5,50.85,12.1,Attempted,Steaming,13.515960709305036,Som,Sub-Saharan Africa
1995,5,118.1167,5.8266667,Boarding,Berthed,2.313767862887424,Mys,East Asia & Pacific
1995,5,124.3167,5.8,Attempted,Steaming,36.23712003543535,Phl,East Asia & Pacific
1995,5,100.6067,13.3516667,Boarding,Anchored,18.45410034913118,Tha,East Asia & Pacific
1995,5,113.5333,22.1333333,Boarding,Anchored,1.043415763752531,Chn,East Asia & Pacific
1995,5,113.2753,23.108,Boarding,Berthed,12.933661957663302,Chn,East Asia & Pacific
1995,5,112.7467,-7.1885,Boarding,Berthed,1.852101831449348,Idn,East Asia & Pacific
1995,5,104.1099,1.323,Boarding,Steaming,5.049369496771659,Mys,East Asia & Pacific
1995,5,113.8,22.1166667,Boarding,Anchored,10.11223592368214,Chn,East Asia & Pacific
1995,5,50.0833,12.015,Hijacked,Steaming,49.57221637309144,Som,Sub-Saharan Africa
1995,5,50.0833,12.015,Hijacked,Steaming,49.57221637309144,Som,Sub-Saharan Africa
1995,6,107.0568,10.344,Boarding,Anchored,3.669869041193917,Vnm,East Asia & Pacific
1995,6,113.4317,16.2216667,Attempted,Steaming,88.6704848696361,Chn,East Asia & Pacific
1995,6,121.9667,19.35,Attempted,Steaming,15.70478852055918,Phl,East Asia & Pacific
1995,6,70.3167,23.0,Boarding,Steaming,5.796385224843472,Ind,South Asia
1995,6,114.1333,22.15,Boarding,Anchored,3.214374042384808,Chn,East Asia & Pacific
1995,6,114.5333,22.7,Hijacked,Steaming,0.0988983359978189,Chn,East Asia & Pacific
1995,6,113.8333,22.1833333,Hijacked,Steaming,2.039121420500185,Chn,East Asia & Pacific
1995,6,107.0568,10.344,Boarding,Anchored,3.669869041193917,Vnm,East Asia & Pacific
1995,6,110.4,21.1765,Boarding,Anchored,0.0604175051881419,Chn,East Asia & Pacific
1995,6,106.875,-6.0886667,Attempted,Anchored,4.407541807863196,Idn,East Asia & Pacific
1995,6,104.9167,-2.8033333,Boarding,Steaming,31.254671866583436,Idn,East Asia & Pacific
1995,7,108.3817,21.4616667,Boarding,Anchored,11.069623406596982,Chn,East Asia & Pacific
1995,7,101.7333,2.1666667,Attempted,Steaming,8.586976628234236,Idn,East Asia & Pacific
1995,7,70.3221,22.8783,Boarding,Anchored,4.440194709648962,Ind,South Asia
1995,7,70.2203,22.8196667,Boarding,Anchored,10.431066309530106,Ind,South Asia
1995,7,114.14,20.1166667,Boarding,Anchored,208.529519026467,Chn,East Asia & Pacific
1995,7,114.1667,22.1166667,Boarding,Anchored,7.21301748674314,Chn,East Asia & Pacific
1995,7,113.8933,22.0733333,Boarding,Anchored,14.53120548290667,Chn,East Asia & Pacific
1995,7,115.8583,-5.0166667,Attempted,Steaming,22.284861192386018,Idn,East Asia & Pacific
1995,7,104.9167,-2.3,Boarding,Steaming,1.6602065835990278,Idn,East Asia & Pacific
1995,7,113.8,22.1166667,Boarding,Anchored,10.11223592368214,Chn,East Asia & Pacific
1995,7,-77.1667,-12.0167,Boarding,Anchored,2.45561630450921,Per,Latin America & Caribbean
1995,7,114.24,22.1266667,Hijacked,Steaming,7.524708543384793,Chn,East Asia & Pacific
1995,8,113.8933,22.075,Attempted,Anchored,14.347574561134184,Chn,East Asia & Pacific
1995,8,91.7932,22.2166667,Boarding,Anchored,2.3299711621029298,Bgd,South Asia
1995,8,105.1667,-5.4666667,Boarding,Anchored,8.92725001874063,Idn,East Asia & Pacific
1995,8,79.8432,6.95,Boarding,Anchored,1.4503777338162311,Lka,South Asia
1995,8,114.16,22.1166667,Boarding,Anchored,7.032910972101598,Chn,East Asia & Pacific
1995,8,114.6833,22.0666667,Attempted,Steaming,38.52289235882058,Chn,East Asia & Pacific
1995,8,100.2997,3.7998,Hijacked,Steaming,46.15569347656362,Mys,East Asia & Pacific
1995,8,3.4167,6.4166667,Boarding,Steaming,0.5737189298965042,Nga,Sub-Saharan Africa
1995,8,113.7917,22.1216667,Boarding,Anchored,10.08155668116325,Chn,East Asia & Pacific
1995,8,107.85,6.9,Attempted,Steaming,235.91270342922076,Idn,East Asia & Pacific
1995,8,-43.1667,-22.8933333,Boarding,Anchored,0.53913985225232,Bra,Latin America & Caribbean
1995,8,108.0833,0.75,Boarding,Steaming,60.83166494662177,Idn,East Asia & Pacific
1995,8,-46.2872,-23.9761667,Attempted,Steaming,0.5597724631570796,Bra,Latin America & Caribbean
1995,8,-43.1667,-22.8933333,Boarding,Berthed,0.53913985225232,Bra,Latin America & Caribbean
1995,8,114.9,21.4166667,Attempted,Steaming,93.05592020799146,Chn,East Asia & Pacific
1995,9,88.0717,21.8783333,Boarding,Steaming,0.5280408258862904,Ind,South Asia
1995,9,75.5352,10.415,Boarding,Anchored,54.429889518041776,Ind,South Asia
1995,9,100.6067,13.3516667,Boarding,Anchored,18.45410034913118,Tha,East Asia & Pacific
1995,9,79.8432,6.95,Boarding,Anchored,1.4503777338162311,Lka,South Asia
1995,9,79.8133,7.0,Boarding,Anchored,5.226616051880144,Lka,South Asia
1995,10,17.1932,40.4265,Boarding,Anchored,0.9015968109962847,Ita,Europe & Central Asia
1995,10,88.3167,22.53333333,Boarding,Steaming,40.7398454695656,Ind,South Asia
1995,10,114.1833,22.26666667,Boarding,Anchored,1.4778774734772149,Chn,East Asia & Pacific
1995,10,114.1333,22.15,Boarding,Anchored,3.214374042384808,Chn,East Asia & Pacific
1995,10,79.8432,6.95,Boarding,Anchored,1.4503777338162311,Lka,South Asia
1995,10,100.6067,13.3516667,Boarding,Anchored,18.45410034913118,Tha,East Asia & Pacific
1995,10,-46.2872,-23.9761667,Boarding,Anchored,0.5597724631570796,Bra,Latin America & Caribbean
1995,10,122.7689,7.7433,Boarding,Steaming,2.2283729718486507,Phl,East Asia & Pacific
1995,10,-13.7167,9.516666667,Boarding,Steaming,0.6667182261630299,Gin,Sub-Saharan Africa
1995,10,79.8432,6.95,Boarding,Anchored,1.4503777338162311,Lka,South Asia
1995,10,107.3167,-2.97,Boarding,Steaming,9.24768266959392,Idn,East Asia & Pacific
1995,10,98.7,4.65,Boarding,Steaming,53.24999617658161,Idn,East Asia & Pacific
1995,10,118.8833,4.15,Boarding,Steaming,36.789600655947154,Mys,East Asia & Pacific
1995,11,114.1667,22.1166667,Boarding,Steaming,7.21301748674314,Chn,East Asia & Pacific
1995,11,-46.2872,-23.9761667,Boarding,Anchored,0.5597724631570796,Bra,Latin America & Caribbean
1995,11,9.5,0.283333333,Boarding,Steaming,0.8707027352515542,Gab,Sub-Saharan Africa
1995,11,118.2061,-2.1352,Boarding,Steaming,86.28829405926868,Idn,East Asia & Pacific
1995,11,108.3645,21.5778,Boarding,Anchored,2.6227157260974803,Chn,East Asia & Pacific
1995,11,118.0808,5.805,Boarding,Berthed,1.1477097557452125,Mys,East Asia & Pacific
1995,11,107.215,-4.5116667,Boarding,Steaming,144.9356762825322,Idn,East Asia & Pacific
1995,11,39.3533,-6.775,Boarding,Anchored,5.977859498251536,Tza,Sub-Saharan Africa
1995,11,114.1833,22.26666667,Boarding,Steaming,1.4778774734772149,Chn,East Asia & Pacific
1995,11,114.2,22.2666667,Boarding,Anchored,2.4774731740712785,Chn,East Asia & Pacific
1995,11,90.025,21.9698333,Attempted,Steaming,2.0494638495118704,Bgd,South Asia
1995,11,116.7667,-1.4433333,Boarding,Anchored,8.203035196959632,Idn,East Asia & Pacific
1995,12,121.0432,13.75,Boarding,Anchored,1.0295256491944176,Phl,East Asia & Pacific
1995,12,117.25,-1.0383333,Boarding,Anchored,11.44660674435047,Idn,East Asia & Pacific
1995,12,-46.2872,-23.9761667,Boarding,Anchored,0.5597724631570796,Bra,Latin America & Caribbean
1995,12,114.2599,22.1692,Attempted,Steaming,3.829092678200024,Chn,East Asia & Pacific
1995,12,106.875,-6.0886667,Boarding,Anchored,4.407541807863196,Idn,East Asia & Pacific
1995,12,116.66,-1.6916667,Boarding,Anchored,14.814038467591995,Idn,East Asia & Pacific
1995,12,-4.0283,5.2166667,Boarding,Anchored,3.971128552045448,Civ,Sub-Saharan Africa
1996,1,79.8517,6.9583333,Attempted,Anchored,0.5753896997280002,Lka,South Asia
1996,1,112.7235,-7.2038333,Boarded,Anchored,1.9559885139787003,Idn,East Asia & Pacific
1996,1,-74.7583,10.9583333,Boarded,Anchored,12.752986740313355,Col,Latin America & Caribbean
1996,1,-58.1875,6.6933333,Attempted,Anchored,13.426090737670757,Guy,Latin America & Caribbean
1996,1,100.5983,13.6908333,Boarded,Anchored,8.694295686518508,Tha,East Asia & Pacific
1996,1,79.8517,6.9583333,Attempted,Anchored,0.5753896997280002,Lka,South Asia
1996,1,112.6633,7.1083333,Boarded,Anchored,313.6759919962963,Mys,East Asia & Pacific
1996,1,112.7235,-7.2038333,Boarded,Anchored,1.9559885139787003,Idn,East Asia & Pacific
1996,1,79.8517,6.9583333,Boarded,Anchored,0.5753896997280002,Lka,South Asia
1996,1,-77.205,-12.1283333,Boarded,Anchored,1.4888718526015503,Per,Latin America & Caribbean
1996,1,106.9025,-6.0976667,Boarded,Anchored,7.190381219222667,Idn,East Asia & Pacific
1996,1,112.7235,-7.2038333,Boarded,Anchored,1.9559885139787003,Idn,East Asia & Pacific
1996,1,39.7363,41.0033333,Hijacked,Anchored,1.6243574728761088,Tur,Europe & Central Asia
1996,1,112.6633,7.1083333,Boarded,Anchored,313.6759919962963,Mys,East Asia & Pacific
1996,1,112.6633,7.1083333,Attempted,Anchored,313.6759919962963,Mys,East Asia & Pacific
1996,1,100.5983,13.6908333,Boarded,Anchored,8.694295686518508,Tha,East Asia & Pacific
1996,1,112.6633,7.1083333,Attempted,Anchored,313.6759919962963,Mys,East Asia & Pacific
1996,1,123.8667,30.8333333,Attempted,Steaming,128.6288669918155,Chn,East Asia & Pacific
1996,1,39.2765,-6.8265,Boarded,Anchored,0.6087118768026317,Tza,Sub-Saharan Africa
1996,1,105.9193,-6.0418333,Boarded,Anchored,4.712374625044769,Idn,East Asia & Pacific
1996,1,96.1687,6.7595,Boarded,Anchored,132.21346663277558,Idn,East Asia & Pacific
1996,2,70.2203,23.0243333,Attempted,Anchored,2.9817102212682918,Ind,South Asia
1996,2,-4.0,5.2931667,Boarded,Anchored,1.2686609478263071,Civ,Sub-Saharan Africa
1996,2,-76.7533,17.7366667,Boarded,Steaming,21.29551630257899,Jam,Latin America & Caribbean
1996,2,106.8867,-6.0338333,Boarded,Anchored,9.348946503214847,Idn,East Asia & Pacific
1996,2,106.8867,-6.0338333,Boarded,Anchored,9.348946503214847,Idn,East Asia & Pacific
1996,2,104.7218,1.289,Attempted,Anchored,16.842619937144857,Idn,East Asia & Pacific
1996,2,112.7235,-7.2038333,Boarded,Anchored,1.9559885139787003,Idn,East Asia & Pacific
1996,2,100.5983,13.6908333,Boarded,Anchored,8.694295686518508,Tha,East Asia & Pacific
1996,2,121.9964,6.7427,Boarded,Steaming,2.311607135386962,Phl,East Asia & Pacific
1996,2,70.2203,23.0243333,Boarded,Anchored,2.9817102212682918,Ind,South Asia
1996,3,103.75,10.45,Attempted,Steaming,1.6275967872177477,Khm,East Asia & Pacific
1996,3,120.9428,14.5211667,Boarded,Anchored,3.6589969849731663,Phl,East Asia & Pacific
1996,3,120.9428,14.5211667,Boarded,Anchored,3.6589969849731663,Phl,East Asia & Pacific
1996,3,102.4633,1.85,Attempted,Steaming,20.906077932599796,Mys,East Asia & Pacific
1996,3,-56.204,-34.9033333,Boarded,Anchored,0.5180345994949156,Ury,Latin America & Caribbean
1996,3,120.9428,14.5211667,Boarded,Anchored,3.6589969849731663,Phl,East Asia & Pacific
1996,3,91.8267,22.2383333,Boarded,Anchored,0.831337699517829,Bgd,South Asia
1996,3,-4.0,5.2931667,Attempted,Berthed,1.2686609478263071,Civ,Sub-Saharan Africa
1996,3,100.6333,13.3333333,Boarded,Anchored,20.10208533997272,Tha,East Asia & Pacific
1996,3,106.9,-6.0,Boarded,Anchored,10.9712743891274,Idn,East Asia & Pacific
1996,3,112.9535,3.2546667,Boarded,Anchored,11.92311033225929,Mys,East Asia & Pacific
1996,3,100.5983,13.6908333,Attempted,Anchored,8.694295686518508,Tha,East Asia & Pacific
1996,3,114.1558,22.3193333,Boarded,Anchored,0.5009985637490512,Chn,East Asia & Pacific
1996,3,-13.7093,9.5098333,Boarded,Anchored,0.3521903491324345,Gin,Sub-Saharan Africa
1996,3,100.5983,13.6908333,Boarded,Anchored,8.694295686518508,Tha,East Asia & Pacific
1996,3,98.7007,3.7836667,Boarded,Anchored,2.482068608101189,Idn,East Asia & Pacific
1996,3,112.32,11.79,Hijacked,Steaming,228.39578122447992,Chn,East Asia & Pacific
1996,3,-46.305,-24.637,Boarded,Anchored,67.33122822008194,Bra,Latin America & Caribbean
1996,3,114.0,20.1166667,Boarded,Anchored,204.5015824498614,Chn,East Asia & Pacific
1996,4,100.5983,13.6908333,Boarded,Anchored,8.694295686518508,Tha,East Asia & Pacific
1996,4,114.1558,22.3193333,Boarded,Anchored,0.5009985637490512,Chn,East Asia & Pacific
1996,4,-38.5045,-12.9551667,Boarded,Anchored,1.987758077428615,Bra,Latin America & Caribbean
1996,4,112.7235,-7.2038333,Boarded,Anchored,1.9559885139787003,Idn,East Asia & Pacific
1996,4,98.7007,3.7836667,Boarded,Anchored,2.482068608101189,Idn,East Asia & Pacific
1996,4,106.8867,-6.0338333,Boarded,Anchored,9.348946503214847,Idn,East Asia & Pacific
1996,4,114.1558,22.3193333,Boarded,Anchored,0.5009985637490512,Chn,East Asia & Pacific
1996,4,112.8667,3.1833333,Boarded,Anchored,12.669098261601306,Mys,East Asia & Pacific
1996,4,100.5983,13.6908333,Attempted,Anchored,8.694295686518508,Tha,East Asia & Pacific
1996,4,112.8667,3.1833333,Boarded,Anchored,12.669098261601306,Mys,East Asia & Pacific
1996,4,5.4483,5.4333333,Boarded,Steaming,1.0009912934938028,Nga,Sub-Saharan Africa
1996,4,95.1267,6.0711667,Attempted,Steaming,20.297414510775614,Idn,East Asia & Pacific
1996,4,42.9565,13.6773,Boarded,Steaming,19.575464136694357,Yem,Middle East & North Africa
1996,4,-43.1913,-22.8765,Boarded,Berthed,2.1786466779564218,Bra,Latin America & Caribbean
1996,4,104.8322,-2.9922,Boarded,Steaming,40.81474507459621,Idn,East Asia & Pacific
1996,5,113.9138,22.0248,Boarded,Steaming,14.875795365087225,Chn,East Asia & Pacific
1996,5,-43.1913,-22.8765,Boarded,Anchored,2.1786466779564218,Bra,Latin America & Caribbean
1996,5,-52.0757,-32.0536667,Boarded,Berthed,1.852696888327091,Bra,Latin America & Caribbean
1996,5,114.1833,22.26666667,Boarded,Steaming,1.4778774734772149,Chn,East Asia & Pacific
1996,5,100.5983,13.6908333,Boarded,Anchored,8.694295686518508,Tha,East Asia & Pacific
1996,5,-46.305,-24.637,Boarded,Anchored,67.33122822008194,Bra,Latin America & Caribbean
1996,5,-77.205,-12.1283333,Boarded,Anchored,1.4888718526015503,Per,Latin America & Caribbean
1996,5,91.8267,22.2383333,Boarded,Berthed,0.831337699517829,Bgd,South Asia
1996,5,100.825,13.138,Boarded,Steaming,7.253749182045276,Tha,East Asia & Pacific
1996,5,-38.4867,-12.7916667,Boarded,Anchored,1.35113377045295,Bra,Latin America & Caribbean
1996,5,-80.0867,-2.52,Boarded,Berthed,4.4460849671259846,Ecu,Latin America & Caribbean
1996,5,104.7218,1.289,Hijacked,Anchored,16.842619937144857,Idn,East Asia & Pacific
1996,5,46.974,-8.0018,Hijacked,Steaming,158.6908162350223,Syc,Sub-Saharan Africa
1996,5,116.5165,-8.7838,Boarded,Steaming,0.6614375351237983,Idn,East Asia & Pacific
1996,5,114.4652,21.929,Attempted,Steaming,21.14054296144003,Chn,East Asia & Pacific
1996,5,79.8517,6.9583333,Boarded,Anchored,0.5753896997280002,Lka,South Asia
1996,5,-77.1617,3.6566667,Boarded,Anchored,0.0809581442556005,Col,Latin America & Caribbean
1996,6,-80.0867,-2.52,Boarded,Anchored,4.4460849671259846,Ecu,Latin America & Caribbean
1996,6,117.55,19.6333333,Attempted,Steaming,341.359415896094,Phl,East Asia & Pacific
1996,6,88.0717,21.8783333,Boarded,Steaming,0.5280408258862904,Ind,South Asia
1996,6,106.8867,-6.0338333,Boarded,Anchored,9.348946503214847,Idn,East Asia & Pacific
1996,6,-38.5045,-12.9551667,Boarded,Anchored,1.987758077428615,Bra,Latin America & Caribbean
1996,6,79.8245,6.9378333,Boarded,Steaming,3.7498895479965695,Lka,South Asia
1996,6,118.3833,19.1333333,Attempted,Steaming,240.4284263757962,Phl,East Asia & Pacific
1996,6,-38.5045,-12.9551667,Boarded,Anchored,1.987758077428615,Bra,Latin America & Caribbean
1996,6,101.8333,2.3,Attempted,Steaming,11.038827122771735,Mys,East Asia & Pacific
1996,6,117.1383,-0.5401667,Boarded,Anchored,33.747621148070124,Idn,East Asia & Pacific
1996,7,-38.4867,-12.7916667,Boarded,Anchored,1.35113377045295,Bra,Latin America & Caribbean
1996,7,50.3683,29.1875,Boarded,Anchored,4.714377104371355,Irn,Middle East & North Africa
1996,7,79.8517,6.9583333,Attempted,Anchored,0.5753896997280002,Lka,South Asia
1996,7,79.8517,6.9583333,Boarded,Anchored,0.5753896997280002,Lka,South Asia
1996,7,79.8517,6.9583333,Attempted,Anchored,0.5753896997280002,Lka,South Asia
1996,7,105.9535,-6.0081667,Boarded,Anchored,1.1166917003036252,Idn,East Asia & Pacific
1996,7,100.5983,13.6908333,Boarded,Anchored,8.694295686518508,Tha,East Asia & Pacific
1996,7,-38.5045,-12.9551667,Boarded,Anchored,1.987758077428615,Bra,Latin America & Caribbean
1996,7,-17.4247,14.676,Boarded,Anchored,0.2610339343750795,Sen,Sub-Saharan Africa
1996,8,105.9193,-6.0418333,Boarded,Anchored,4.712374625044769,Idn,East Asia & Pacific
1996,8,-70.03,18.4188333,Boarded,Anchored,1.640362846231367,Dom,Latin America & Caribbean
1996,8,39.2765,-6.8265,Boarded,Anchored,0.6087118768026317,Tza,Sub-Saharan Africa
1996,8,114.1167,22.1333333,Attempted,Anchored,4.880444311730875,Chn,East Asia & Pacific
1996,8,70.2203,23.0243333,Boarded,Anchored,2.9817102212682918,Ind,South Asia
1996,8,-38.5045,-12.9551667,Boarded,Anchored,1.987758077428615,Bra,Latin America & Caribbean
1996,8,-43.1913,-22.8765,Boarded,Berthed,2.1786466779564218,Bra,Latin America & Caribbean
1996,8,39.2765,-6.8265,Attempted,Anchored,0.6087118768026317,Tza,Sub-Saharan Africa
1996,8,109.3579,-0.0179,Attempted,Anchored,7.1223010835736815,Idn,East Asia & Pacific
1996,8,100.8905,13.071,Boarded,Anchored,1.3917816851066769,Tha,East Asia & Pacific
1996,8,14.06,36.76,Boarded,Anchored,36.217605859221344,Ita,Europe & Central Asia
1996,8,106.9025,-6.0976667,Boarded,Anchored,7.190381219222667,Idn,East Asia & Pacific
1996,8,70.2203,23.0243333,Boarded,Anchored,2.9817102212682918,Ind,South Asia
1996,8,0.007,5.6258333,Boarded,Anchored,3.061197502145699,Gha,Sub-Saharan Africa
1996,8,98.7007,3.7836667,Boarded,Anchored,2.482068608101189,Idn,East Asia & Pacific
1996,8,117.1383,-0.5401667,Boarded,Anchored,33.747621148070124,Idn,East Asia & Pacific
1996,9,105.5,3.2166667,Attempted,Steaming,27.209177108015,Idn,East Asia & Pacific
1996,9,106.8867,-6.0338333,Boarded,Anchored,9.348946503214847,Idn,East Asia & Pacific
1996,9,-17.4247,14.676,Attempted,Anchored,0.2610339343750795,Sen,Sub-Saharan Africa
1996,9,-38.5045,-12.9551667,Boarded,Berthed,1.987758077428615,Bra,Latin America & Caribbean
1996,9,91.8267,22.2383333,Boarded,Anchored,0.831337699517829,Bgd,South Asia
1996,9,105.9922,-5.9531667,Boarded,Anchored,3.737279898138347,Idn,East Asia & Pacific
1996,9,107.25,-2.6667,Attempted,Steaming,25.520631295777942,Idn,East Asia & Pacific
1996,9,105.9922,-5.9531667,Boarded,Anchored,3.737279898138347,Idn,East Asia & Pacific
1996,9,106.9025,-6.0976667,Boarded,Anchored,7.190381219222667,Idn,East Asia & Pacific
1996,9,98.7007,3.7836667,Boarded,Anchored,2.482068608101189,Idn,East Asia & Pacific
1996,9,70.2203,23.0243333,Boarded,Anchored,2.9817102212682918,Ind,South Asia
1996,9,119.615,5.0541667,Boarded,Steaming,14.54552354825714,Phl,East Asia & Pacific
1996,9,-4.03,5.1933333,Boarded,Anchored,5.691111946756728,Civ,Sub-Saharan Africa
1996,9,98.7007,3.7836667,Boarded,Anchored,2.482068608101189,Idn,East Asia & Pacific
1996,9,-43.1913,-22.8765,Boarded,Anchored,2.1786466779564218,Bra,Latin America & Caribbean
1996,9,117.1383,-0.5401667,Boarded,Anchored,33.747621148070124,Idn,East Asia & Pacific
1996,9,19.9073,39.6241667,Boarded,Anchored,0.6195832765103123,Grc,Europe & Central Asia
1996,9,98.7007,3.7836667,Attempted,Anchored,2.482068608101189,Idn,East Asia & Pacific
1996,9,-13.7093,9.5098333,Boarded,Anchored,0.3521903491324345,Gin,Sub-Saharan Africa
1996,9,5.25,5.6,Boarded,Steaming,1.5275150216399385,Nga,Sub-Saharan Africa
1996,10,88.0717,21.8783333,Boarded,Anchored,0.5280408258862904,Ind,South Asia
1996,10,105.9922,-5.9531667,Boarded,Anchored,3.737279898138347,Idn,East Asia & Pacific
1996,10,98.7007,3.7836667,Boarded,Anchored,2.482068608101189,Idn,East Asia & Pacific
1996,10,-77.1617,3.6566667,Attempted,Steaming,0.0809581442556005,Col,Latin America & Caribbean
1996,10,-80.0867,-2.52,Boarded,Anchored,4.4460849671259846,Ecu,Latin America & Caribbean
1996,10,106.8867,-6.0338333,Boarded,Anchored,9.348946503214847,Idn,East Asia & Pacific
1996,10,-43.1913,-22.8765,Attempted,Anchored,2.1786466779564218,Bra,Latin America & Caribbean
1996,10,-13.95,8.8083,Boarded,Steaming,74.36739051949134,Gin,Sub-Saharan Africa
1996,10,17.1887,40.4861667,Boarded,Anchored,0.4878167668937298,Ita,Europe & Central Asia
1996,10,0.007,5.6258333,Boarded,Anchored,3.061197502145699,Gha,Sub-Saharan Africa
1996,10,98.7007,3.7836667,Boarded,Anchored,2.482068608101189,Idn,East Asia & Pacific
1996,10,106.553,-5.8214,Attempted,Anchored,20.476212742765977,Idn,East Asia & Pacific
1996,10,100.7333,12.8566667,Attempted,Steaming,15.681840154520843,Tha,East Asia & Pacific
1996,10,107.3,-2.85,Boarded,Steaming,6.066922590903262,Idn,East Asia & Pacific
1996,10,98.7007,3.7836667,Boarded,Berthed,2.482068608101189,Idn,East Asia & Pacific
1996,11,53.8104,12.1614,Attempted,Steaming,16.308511264726057,Yem,Middle East & North Africa
1996,11,105.3067,-5.4561667,Boarded,Anchored,1.17482779806592,Idn,East Asia & Pacific
1996,11,105.9535,-6.0081667,Boarded,Anchored,1.1166917003036252,Idn,East Asia & Pacific
1996,11,107.2833,-2.9166667,Boarded,Steaming,7.241123039214525,Idn,East Asia & Pacific
