year,month,longitude,latitude,attack_type,vessel_status,shore_distance,nearest_country,region,attack_occurred,attack_probability_pct,risk_band,lambda_region,expected_loss_usd,risk_premium_usd,base_premium_usd,total_premium_usd,premium_rate_pct
1995,8,-43.1667,-22.8933333,Boarding,Anchored,0.53913985225232,Bra,Latin America & Caribbean,0,6.06,Low,1.0,530250.0,636300.0,12500.0,648800.0,2.5952
1995,8,108.0833,0.75,Boarding,Steaming,60.83166494662177,Idn,East Asia & Pacific,0,10.01,Low,1.4,1226225.0,1471470.0,12500.0,1483970.0,5.93588
1995,8,-46.2872,-23.9761667,Attempted,Steaming,0.5597724631570796,Bra,Latin America & Caribbean,0,9.97,Low,1.0,872375.0,1046850.0,12500.0,1059350.0,4.2374
1995,8,-43.1667,-22.8933333,Boarding,Berthed,0.53913985225232,Bra,Latin America & Caribbean,0,7.19,Low,1.0,629125.0,754950.0,12500.0,767450.0,3.0698
1995,8,114.9,21.4166667,Attempted,Steaming,93.05592020799146,Chn,East Asia & Pacific,0,11.7,Low,1.4,1433250.0,1719900.0,12500.0,1732400.0,6.9296
1995,9,88.0717,21.8783333,Boarding,Steaming,0.5280408258862904,Ind,South Asia,0,17.73,Low,1.6,2482200.0,2978640.0,12500.0,2991140.0,11.96456
1995,9,75.5352,10.415,Boarding,Anchored,54.429889518041776,Ind,South Asia,0,11.59,Low,1.6,1622600.0,1947120.0,12500.0,1959620.0,7.83848
1995,9,100.6067,13.3516667,Boarding,Anchored,18.45410034913118,Tha,East Asia & Pacific,0,7.22,Low,1.4,884450.0,1061340.0,12500.0,1073840.0,4.29536
1995,9,79.8432,6.95,Boarding,Anchored,1.4503777338162311,Lka,South Asia,0,7.02,Low,1.6,982800.0,1179360.0,12500.0,1191860.0,4.76744
1995,9,79.8133,7.0,Boarding,Anchored,5.226616051880144,Lka,South Asia,0,7.28,Low,1.6,1019200.0,1223040.0,12500.0,1235540.0,4.94216
1995,10,17.1932,40.4265,Boarding,Anchored,0.9015968109962847,Ita,Europe & Central Asia,0,10.71,Low,1.05,983981.25,1180777.5,12500.0,1193277.5,4.77311
1995,10,88.3167,22.53333333,Boarding,Steaming,40.7398454695656,Ind,South Asia,0,25.06,Moderate,1.6,3508400.0,4210080.0,12500.0,4222580.0,16.89032
1995,10,114.1833,22.26666667,Boarding,Anchored,1.4778774734772149,Chn,East Asia & Pacific,0,14.23,Low,1.4,1743175.0,2091810.0,12500.0,2104310.0,8.41724
1995,10,114.1333,22.15,Boarding,Anchored,3.214374042384808,Chn,East Asia & Pacific,0,10.01,Low,1.4,1226225.0,1471470.0,12500.0,1483970.0,5.93588
1995,10,79.8432,6.95,Boarding,Anchored,1.4503777338162311,Lka,South Asia,0,7.02,Low,1.6,982800.0,1179360.0,12500.0,1191860.0,4.76744
1995,10,100.6067,13.3516667,Boarding,Anchored,18.45410034913118,Tha,East Asia & Pacific,0,7.22,Low,1.4,884450.0,1061340.0,12500.0,1073840.0,4.29536
1995,10,-46.2872,-23.9761667,Boarding,Anchored,0.5597724631570796,Bra,Latin America & Caribbean,0,6.08,Low,1.0,532000.0,638400.0,12500.0,650900.0,2.6036
1995,10,122.7689,7.7433,Boarding,Steaming,2.2283729718486507,Phl,East Asia & Pacific,0,9.72,Low,1.4,1190700.0,1428840.0,12500.0,1441340.0,5.76536
1995,10,-13.7167,9.516666667,Boarding,Steaming,0.6667182261630299,Gin,Sub-Saharan Africa,0,9.92,Low,1.7,1475600.0,1770720.0,12500.0,1783220.0,7.13288
1995,10,79.8432,6.95,Boarding,Anchored,1.4503777338162311,Lka,South Asia,0,7.02,Low,1.6,982800.0,1179360.0,12500.0,1191860.0,4.76744
1995,10,107.3167,-2.97,Boarding,Steaming,9.24768266959392,Idn,East Asia & Pacific,0,9.84,Low,1.4,1205400.0,1446480.0,12500.0,1458980.0,5.83592
1995,10,98.7,4.65,Boarding,Steaming,53.24999617658161,Idn,East Asia & Pacific,0,16.99,Low,1.4,2081275.0,2497530.0,12500.0,2510030.0,10.04012
1995,10,118.8833,4.15,Boarding,Steaming,36.789600655947154,Mys,East Asia & Pacific,0,7.56,Low,1.4,926100.0,1111320.0,12500.0,1123820.0,4.49528
1995,11,114.1667,22.1166667,Boarding,Steaming,7.21301748674314,Chn,East Asia & Pacific,0,28.74,Moderate,1.4,3520650.0,4224780.0,12500.0,4237280.0,16.94912
1995,11,-46.2872,-23.9761667,Boarding,Anchored,0.5597724631570796,Bra,Latin America & Caribbean,0,6.08,Low,1.0,532000.0,638400.0,12500.0,650900.0,2.6036
1995,11,9.5,0.283333333,Boarding,Steaming,0.8707027352515542,Gab,Sub-Saharan Africa,0,15.86,Low,1.7,2359175.0,2831010.0,12500.0,2843510.0,11.37404
1995,11,118.2061,-2.1352,Boarding,Steaming,86.28829405926868,Idn,East Asia & Pacific,0,5.1,Low,1.4,624750.0,749700.0,12500.0,762200.0,3.0488
1995,11,108.3645,21.5778,Boarding,Anchored,2.6227157260974803,Chn,East Asia & Pacific,0,9.13,Low,1.4,1118425.0,1342110.0,12500.0,1354610.0,5.41844
1995,11,118.0808,5.805,Boarding,Berthed,1.1477097557452125,Mys,East Asia & Pacific,0,10.12,Low,1.4,1239700.0,1487640.0,12500.0,1500140.0,6.00056
1995,11,107.215,-4.5116667,Boarding,Steaming,144.9356762825322,Idn,East Asia & Pacific,0,8.09,Low,1.4,991025.0,1189230.0,12500.0,1201730.0,4.80692
1995,11,39.3533,-6.775,Boarding,Anchored,5.977859498251536,Tza,Sub-Saharan Africa,0,8.53,Low,1.7,1268837.5,1522605.0,12500.0,1535105.0,6.14042
1995,11,114.1833,22.26666667,Boarding,Steaming,1.4778774734772149,Chn,East Asia & Pacific,0,53.17,High,1.4,6513325.0,7815990.0,12500.0,7828490.0,31.31396
1995,11,114.2,22.2666667,Boarding,Anchored,2.4774731740712785,Chn,East Asia & Pacific,0,13.85,Low,1.4,1696625.0,2035950.0,12500.0,2048450.0,8.1938
1995,11,90.025,21.9698333,Attempted,Steaming,2.0494638495118704,Bgd,South Asia,0,26.53,Moderate,1.6,3714200.0,4457040.0,12500.0,4469540.0,17.87816
1995,11,116.7667,-1.4433333,Boarding,Anchored,8.203035196959632,Idn,East Asia & Pacific,0,6.35,Low,1.4,777875.0,933450.0,12500.0,945950.0,3.7838
1995,12,121.0432,13.75,Boarding,Anchored,1.0295256491944176,Phl,East Asia & Pacific,0,6.29,Low,1.4,770525.0,924630.0,12500.0,937130.0,3.74852
1995,12,117.25,-1.0383333,Boarding,Anchored,11.44660674435047,Idn,East Asia & Pacific,0,8.55,Low,1.4,1047375.0,1256850.0,12500.0,1269350.0,5.0774
1995,12,-46.2872,-23.9761667,Boarding,Anchored,0.5597724631570796,Bra,Latin America & Caribbean,0,6.06,Low,1.0,530250.0,636300.0,12500.0,648800.0,2.5952
1995,12,114.2599,22.1692,Attempted,Steaming,3.829092678200024,Chn,East Asia & Pacific,0,33.86,Moderate,1.4,4147850.0,4977420.0,12500.0,4989920.0,19.95968
1995,12,106.875,-6.0886667,Boarding,Anchored,4.407541807863196,Idn,East Asia & Pacific,0,7.12,Low,1.4,872200.0,1046640.0,12500.0,1059140.0,4.23656
1995,12,116.66,-1.6916667,Boarding,Anchored,14.814038467591995,Idn,East Asia & Pacific,0,6.35,Low,1.4,777875.0,933450.0,12500.0,945950.0,3.7838
1995,12,-4.0283,5.2166667,Boarding,Anchored,3.971128552045448,Civ,Sub-Saharan Africa,0,7.48,Low,1.7,1112650.0,1335180.0,12500.0,1347680.0,5.39072
1996,1,79.8517,6.9583333,Attempted,Anchored,0.5753896997280002,Lka,South Asia,0,55.78,High,1.6,7809200.0,9371040.0,12500.0,9383540.0,37.53416
1996,1,112.7235,-7.2038333,Boarded,Anchored,1.9559885139787003,Idn,East Asia & Pacific,1,85.53,Critical,1.4,10477425.0,12572910.0,12500.0,12585410.0,50.34164
1996,1,-74.7583,10.9583333,Boarded,Anchored,12.752986740313355,Col,Latin America & Caribbean,1,79.0,Critical,1.0,6912500.0,8295000.0,12500.0,8307500.0,33.23
1996,1,-58.1875,6.6933333,Attempted,Anchored,13.426090737670757,Guy,Latin America & Caribbean,0,72.68,High,1.0,6359500.0,7631400.0,12500.0,7643900.0,30.5756
1996,1,100.5983,13.6908333,Boarded,Anchored,8.694295686518508,Tha,East Asia & Pacific,1,76.63,Critical,1.4,9387175.0,11264610.0,12500.0,11277110.0,45.10844
1996,1,79.8517,6.9583333,Attempted,Anchored,0.5753896997280002,Lka,South Asia,0,55.78,High,1.6,7809200.0,9371040.0,12500.0,9383540.0,37.53416
1996,1,112.6633,7.1083333,Boarded,Anchored,313.6759919962963,Mys,East Asia & Pacific,1,66.12,High,1.4,8099700.0,9719640.0,12500.0,9732140.0,38.92856
1996,1,112.7235,-7.2038333,Boarded,Anchored,1.9559885139787003,Idn,East Asia & Pacific,1,85.53,Critical,1.4,10477425.0,12572910.0,12500.0,12585410.0,50.34164
1996,1,79.8517,6.9583333,Boarded,Anchored,0.5753896997280002,Lka,South Asia,1,55.78,High,1.6,7809200.0,9371040.0,12500.0,9383540.0,37.53416
1996,1,-77.205,-12.1283333,Boarded,Anchored,1.4888718526015503,Per,Latin America & Caribbean,1,83.5,Critical,1.0,7306250.0,8767500.0,12500.0,8780000.0,35.12
1996,1,106.9025,-6.0976667,Boarded,Anchored,7.190381219222667,Idn,East Asia & Pacific,1,85.18,Critical,1.4,10434550.0,12521460.0,12500.0,12533960.0,50.13584
1996,1,112.7235,-7.2038333,Boarded,Anchored,1.9559885139787003,Idn,East Asia & Pacific,1,85.53,Critical,1.4,10477425.0,12572910.0,12500.0,12585410.0,50.34164
1996,1,39.7363,41.0033333,Hijacked,Anchored,1.6243574728761088,Tur,Europe & Central Asia,1,77.96,Critical,1.05,7162575.0,8595090.0,12500.0,8607590.0,34.43036
1996,1,112.6633,7.1083333,Boarded,Anchored,313.6759919962963,Mys,East Asia & Pacific,1,66.12,High,1.4,8099700.0,9719640.0,12500.0,9732140.0,38.92856
1996,1,112.6633,7.1083333,Attempted,Anchored,313.6759919962963,Mys,East Asia & Pacific,0,66.12,High,1.4,8099700.0,9719640.0,12500.0,9732140.0,38.92856
1996,1,100.5983,13.6908333,Boarded,Anchored,8.694295686518508,Tha,East Asia & Pacific,1,76.63,Critical,1.4,9387175.0,11264610.0,12500.0,11277110.0,45.10844
1996,1,112.6633,7.1083333,Attempted,Anchored,313.6759919962963,Mys,East Asia & Pacific,0,66.12,High,1.4,8099700.0,9719640.0,12500.0,9732140.0,38.92856
1996,1,123.8667,30.8333333,Attempted,Steaming,128.6288669918155,Chn,East Asia & Pacific,0,27.58,Moderate,1.4,3378550.0,4054260.0,12500.0,4066760.0,16.26704
1996,1,39.2765,-6.8265,Boarded,Anchored,0.6087118768026317,Tza,Sub-Saharan Africa,1,77.53,Critical,1.7,11532587.5,13839105.0,12500.0,13851605.0,55.40642
1996,1,105.9193,-6.0418333,Boarded,Anchored,4.712374625044769,Idn,East Asia & Pacific,1,83.97,Critical,1.4,10286325.0,12343590.0,12500.0,12356090.0,49.42436
1996,1,96.1687,6.7595,Boarded,Anchored,132.21346663277558,Idn,East Asia & Pacific,1,62.26,High,1.4,7626850.0,9152220.0,12500.0,9164720.0,36.65888
